index,Category,Amount,
1290,kurta,399.0,
1291,Set,1115.0,
1292,Set,659.0,
1293,Set,626.0,
1294,Top,329.0,
1295,Set,,
1296,Set,759.0,
1297,Set,0.0,
1298,Set,545.0,
1299,kurta,487.0,
1300,kurta,487.0,
1301,kurta,376.0,
1302,Set,560.0,
1303,Western Dress,744.0,
1304,Western Dress,744.0,
1305,kurta,329.0,
1306,kurta,353.0,
1307,Set,722.86,
1308,Set,597.0,
1309,Set,788.0,
1310,kurta,318.0,
1311,kurta,399.0,
1312,Set,1648.0,
1313,kurta,353.0,
1314,Top,423.0,
1315,kurta,511.0,
1316,Set,825.0,
1317,Set,1556.0,
1318,Set,,
1319,Blouse,625.0,
1320,Top,540.0,
1321,kurta,249.0,
1322,kurta,458.0,
1323,kurta,432.0,
1324,kurta,399.0,
1325,Western Dress,377.0,
1326,Set,824.0,
1327,Top,329.0,
1328,Set,801.0,
1329,Set,626.0,
1330,Western Dress,744.0,
1331,Western Dress,744.0,
1332,Blouse,383.0,
1333,Set,571.0,
1334,Set,571.0,
1335,kurta,399.0,
1336,Set,1186.0,
1337,Western Dress,744.0,
1338,Top,540.0,
1339,Western Dress,625.0,
1340,Western Dress,725.0,
1341,Set,1115.0,
1342,kurta,463.81,
1343,Set,545.0,
1344,Set,613.0,
1345,kurta,486.0,
1346,kurta,399.0,
1347,kurta,399.0,
1348,Western Dress,725.0,
1349,kurta,599.0,
1350,kurta,487.0,
1351,Set,449.0,
1352,kurta,517.0,
1353,kurta,442.0,
1354,kurta,725.0,
1355,kurta,399.0,
1356,Set,582.0,
1357,Set,582.0,
1358,Set,,
1359,Set,788.0,
1360,Set,599.0,
1361,Set,1115.0,
1362,kurta,435.0,
1363,kurta,432.0,
1364,Set,631.0,
1365,kurta,399.0,
1366,kurta,376.0,
1367,Western Dress,519.0,
1368,Set,666.0,
1369,Western Dress,807.0,
1370,Set,799.0,
1371,Set,759.0,
1372,kurta,495.0,
1373,kurta,599.0,
1374,kurta,446.0,
1375,Set,536.19,
1376,kurta,329.0,
1377,kurta,399.0,
1378,Set,824.0,
1379,kurta,399.0,
1380,Set,788.0,
1381,Western Dress,791.0,
1382,kurta,399.0,
1383,Western Dress,393.33,
1384,Western Dress,690.0,
1385,Top,493.0,
1386,kurta,568.0,
1387,Set,563.0,
1388,Set,1133.0,
1389,Set,759.0,
1390,Set,1115.0,
1391,Western Dress,771.0,
1392,Set,635.0,
1393,Set,654.0,
1394,Set,626.0,
1395,kurta,486.0,
1396,kurta,429.0,
1397,kurta,458.0,
1398,Set,788.0,
1399,Set,654.0,
1400,Western Dress,825.0,
1401,Set,792.0,
1402,kurta,399.0,
1403,kurta,299.0,
1404,kurta,476.0,
1405,Set,519.0,
1406,Top,432.0,
1407,Set,,
1408,kurta,399.0,
1409,kurta,375.0,
1410,Set,0.0,
1411,Set,,
1412,Set,872.38,
1413,Set,1065.0,
1414,Western Dress,744.0,
1415,kurta,458.0,
1416,Set,654.0,
1417,kurta,376.0,
1418,kurta,725.0,
1419,Set,881.0,
1420,Set,499.0,
1421,kurta,568.0,
1422,Set,1115.0,
1423,Set,631.0,
1424,Set,476.0,
1425,kurta,499.0,
1426,kurta,533.0,
1427,kurta,562.0,
1428,Set,666.0,
1429,Top,487.0,
1430,kurta,635.0,
1431,kurta,635.0,
1432,kurta,477.0,
1433,Top,463.0,
1434,Set,0.0,
1435,Set,1115.0,
1436,kurta,399.0,
1437,kurta,458.0,
1438,kurta,319.0,
1439,kurta,533.0,
1440,Top,545.0,
1441,Set,597.0,
1442,Set,591.0,
1443,kurta,582.0,
1444,kurta,549.0,
1445,kurta,635.0,
1446,kurta,353.0,
1447,Top,487.0,
1448,Set,1112.0,
1449,Western Dress,690.0,
1450,Set,788.0,
1451,Top,487.0,
1452,Set,597.0,
1453,Set,801.0,
1454,kurta,350.48,
1455,Set,666.0,
1456,kurta,406.0,
1457,Set,1065.0,
1458,Set,1669.0,
1459,kurta,487.0,
1460,kurta,495.0,
1461,Western Dress,869.0,
1462,Western Dress,807.0,
1463,Top,540.0,
1464,Set,792.0,
1465,Set,801.0,
1466,Top,540.0,
1467,Set,548.0,
1468,kurta,295.0,
1469,kurta,435.0,
1470,Set,1432.0,
1471,kurta,540.95,
1472,Set,654.0,
1473,Western Dress,488.0,
1474,Set,666.0,
1475,Set,,
1476,Set,888.0,
1477,Set,1112.0,
1478,kurta,277.14,
1479,kurta,300.95,
1480,kurta,313.33,
1481,Western Dress,899.0,
1482,Set,750.48,
1483,Set,654.0,
1484,Western Dress,725.0,
1485,Set,626.0,
1486,kurta,363.0,
1487,kurta,429.0,
1488,Western Dress,744.0,
1489,kurta,399.0,
1490,Set,599.0,
1491,Set,1254.0,
1492,kurta,517.0,
1493,Set,1033.0,
1494,Set,1186.0,
1495,kurta,432.0,
1496,Set,801.0,
1497,Set,824.0,
1498,Set,1126.0,
1499,Set,1186.0,
1500,kurta,368.0,
1501,Top,563.0,
1502,Western Dress,413.0,
1503,Set,654.0,
1504,kurta,,
1505,Set,545.0,
1506,kurta,442.0,
1507,kurta,534.0,
1508,kurta,725.0,
1509,kurta,517.0,
1510,Western Dress,566.0,
1511,Ethnic Dress,721.0,
1512,Western Dress,859.0,
1513,kurta,399.0,
1514,Set,788.0,
1515,Set,,
1516,Set,818.0,
1517,Top,413.0,
1518,Top,,
1519,Set,852.0,
1520,Set,570.48,
1521,Set,496.0,
1522,Set,824.0,
1523,Set,788.0,
1524,kurta,399.0,
1525,Set,,
1526,Top,399.0,
1527,kurta,568.0,
1528,Western Dress,,
1529,Top,540.0,
1530,Set,563.0,
1531,kurta,376.0,
1532,kurta,376.0,
1533,Western Dress,721.0,
1534,kurta,376.0,
1535,kurta,259.0,
1536,kurta,511.0,
1537,Set,1033.0,
1538,Set,654.0,
1539,Set,654.0,
1540,kurta,376.0,
1541,Western Dress,744.0,
1542,Set,1115.0,
1543,kurta,368.0,
1544,Set,680.0,
1545,Set,737.0,
1546,Set,626.0,
1547,Set,654.0,
1548,Set,654.0,
1549,Set,1463.0,
1550,Set,788.0,
1551,kurta,,
1552,Top,540.0,
1553,Top,487.0,
1554,kurta,329.0,
1555,kurta,399.0,
1556,Set,1065.0,
1557,Western Dress,744.0,
1558,Set,1149.0,
1559,Top,413.0,
1560,Top,360.0,
1561,kurta,499.0,
1562,Western Dress,825.0,
1563,Top,463.0,
1564,Western Dress,791.0,
1565,Set,888.0,
1566,Western Dress,899.0,
1567,Western Dress,859.0,
1568,kurta,295.0,
1569,Set,654.0,
1570,Set,771.0,
1571,kurta,406.0,
1572,Set,995.54,
1573,kurta,435.0,
1574,kurta,499.0,
1575,Set,1143.75,
1576,Top,665.0,
1577,Western Dress,744.0,
1578,Set,801.0,
1579,Top,545.0,
1580,Set,,
1581,Set,1338.0,
1582,kurta,352.0,
1583,Set,0.0,
1584,Set,816.0,
1585,kurta,399.0,
1586,kurta,329.0,
1587,Set,788.0,
1588,kurta,348.0,
1589,Set,1556.0,
1590,Set,824.0,
1591,kurta,399.0,
1592,kurta,737.0,
1593,Western Dress,744.0,
1594,Set,1186.0,
1595,kurta,399.0,
1596,Set,759.0,
1597,kurta,399.0,
1598,Set,969.0,
1599,kurta,345.0,
1600,Set,968.0,
1601,Set,545.0,
1602,kurta,517.0,
1603,Western Dress,725.0,
1604,kurta,399.0,
1605,Set,635.0,
1606,Set,599.0,
1607,Set,1099.0,
1608,Western Dress,859.0,
1609,kurta,517.0,
1610,Western Dress,833.0,
1611,Ethnic Dress,845.0,
1612,Set,,
1613,Set,,
1614,Western Dress,744.0,
1615,kurta,,
1616,kurta,635.0,
1617,Set,,
1618,Set,597.0,
1619,Set,563.0,
1620,Set,790.0,
1621,Set,1112.0,
1622,kurta,363.0,
1623,kurta,399.0,
1624,kurta,376.0,
1625,Set,1112.0,
1626,Set,654.0,
1627,Top,540.0,
1628,Set,847.0,
1629,Western Dress,744.0,
1630,kurta,319.0,
1631,Top,487.0,
1632,Western Dress,791.0,
1633,Western Dress,785.71,
1634,Western Dress,807.0,
1635,kurta,399.0,
1636,Set,626.0,
1637,Set,788.0,
1638,kurta,685.0,
1639,Top,463.0,
1640,kurta,399.0,
1641,Western Dress,785.72,
1642,kurta,,
1643,kurta,,
1644,Set,852.0,
1645,Set,654.0,
1646,kurta,429.0,
1647,Set,1299.0,
1648,Top,0.0,
1649,kurta,499.0,
1650,Set,597.0,
1651,Blouse,625.0,
1652,Set,788.0,
1653,Top,493.0,
1654,Set,597.0,
1655,Set,597.0,
1656,Set,692.0,
1657,Set,,
1658,kurta,,
1659,kurta,259.0,
1660,kurta,283.0,
1661,kurta,295.0,
1662,Top,396.0,
1663,Set,654.0,
1664,kurta,,
1665,Set,563.0,
1666,kurta,353.0,
1667,Set,563.0,
1668,kurta,599.0,
1669,kurta,399.0,
1670,kurta,471.0,
1671,Set,,
1672,kurta,486.0,
1673,Set,1163.0,
1674,Set,666.0,
1675,Top,540.0,
1676,Set,874.0,
1677,Western Dress,690.0,
1678,Top,339.0,
1679,kurta,380.0,
1680,Set,599.0,
1681,kurta,,
1682,kurta,,
1683,kurta,,
1684,Set,1186.0,
1685,Set,1099.0,
1686,Set,654.0,
1687,kurta,353.0,
1688,kurta,429.0,
1689,kurta,666.0,
1690,Western Dress,791.0,
1691,Set,545.0,
1692,Top,599.0,
1693,Top,493.0,
1694,Set,,
1695,Western Dress,,
1696,Set,1308.0,
1697,Set,801.0,
1698,Top,487.0,
1699,kurta,399.0,
1700,Set,788.0,
1701,kurta,458.0,
1702,Set,626.0,
1703,Set,666.0,
1704,Set,586.0,
1705,kurta,459.0,
1706,Western Dress,690.0,
1707,Set,563.0,
1708,Top,432.0,
1709,Set,0.0,
1710,kurta,511.0,
1711,kurta,474.0,
1712,Top,329.0,
1713,Set,631.0,
1714,Set,612.0,
1715,Set,799.0,
1716,kurta,383.0,
1717,Top,625.0,
1718,Set,888.0,
1719,kurta,486.0,
1720,Set,597.0,
1721,Set,751.0,
1722,kurta,,
1723,Western Dress,,
1724,Top,413.0,
1725,Set,,
1726,kurta,271.0,
1727,kurta,517.0,
1728,Western Dress,791.0,
1729,Set,715.0,
1730,kurta,352.0,
1731,Western Dress,725.0,
1732,Set,969.0,
1733,kurta,342.0,
1734,kurta,526.0,
1735,Set,692.0,
1736,kurta,353.0,
1737,Western Dress,665.0,
1738,Set,759.0,
1739,kurta,399.0,
1740,kurta,399.0,
1741,Western Dress,856.2,
1742,Set,1186.0,
1743,kurta,540.95,
1744,Western Dress,753.33,
1745,kurta,0.0,
1746,Top,432.0,
1747,kurta,399.0,
1748,Western Dress,,
1749,Set,597.0,
1750,Set,792.0,
1751,Set,1065.0,
1752,Set,968.0,
1753,Set,626.0,
1754,Set,597.0,
1755,Set,1099.0,
1756,Set,648.0,
1757,Top,487.0,
1758,Set,1112.0,
1759,kurta,376.0,
1760,kurta,568.0,
1761,Set,1112.0,
1762,Western Dress,725.0,
1763,Western Dress,690.0,
1764,Set,,
1765,Western Dress,443.0,
1766,Set,597.0,
1767,Set,1146.0,
1768,kurta,329.0,
1769,Top,518.0,
1770,Set,939.0,
1771,Top,460.0,
1772,kurta,411.43,
1773,Set,,
1774,kurta,487.0,
1775,kurta,363.0,
1776,Set,635.0,
1777,kurta,471.0,
1778,Set,852.0,
1779,Set,1299.0,
1780,Western Dress,791.0,
1781,kurta,368.0,
1782,kurta,477.0,
1783,Set,680.0,
1784,Set,597.0,
1785,kurta,499.0,
1786,Western Dress,566.0,
1787,Set,599.0,
1788,Set,631.0,
1789,Set,1186.0,
1790,kurta,,
1791,Top,329.0,
1792,Western Dress,690.0,
1793,kurta,459.0,
1794,Set,545.0,
1795,Set,,
1796,Western Dress,885.0,
1797,Set,788.0,
1798,kurta,363.0,
1799,kurta,685.0,
1800,Set,,
1801,Set,1281.0,
1802,Set,1523.0,
1803,Set,852.0,
1804,Top,387.0,
1805,Western Dress,744.0,
1806,Western Dress,791.0,
1807,Set,1146.0,
1808,Set,845.71,
1809,Set,631.0,
1810,kurta,635.0,
1811,Set,1463.0,
1812,Set,1432.0,
1813,Western Dress,791.0,
1814,Set,666.0,
1815,Set,1299.0,
1816,Ethnic Dress,899.0,
1817,Set,,
1818,kurta,353.0,
1819,Set,,
1820,kurta,,
1821,kurta,487.0,
1822,kurta,399.0,
1823,Western Dress,734.29,
1824,Set,974.0,
1825,kurta,,
1826,Ethnic Dress,845.0,
1827,Set,967.0,
1828,Top,487.0,
1829,kurta,,
1830,Set,1033.0,
1831,Western Dress,690.0,
1832,Set,852.0,
1833,Set,1115.0,
1834,Set,801.0,
1835,kurta,380.0,
1836,kurta,458.0,
1837,kurta,349.0,
1838,Western Dress,744.0,
1839,kurta,511.0,
1840,Set,597.0,
1841,Set,563.0,
1842,Ethnic Dress,637.0,
1843,Set,1115.0,
1844,kurta,299.0,
1845,kurta,517.0,
1846,Set,563.0,
1847,Set,1115.0,
1848,kurta,0.0,
1849,kurta,471.0,
1850,Top,432.0,
1851,Set,1432.0,
1852,Set,852.0,
1853,Set,568.0,
1854,kurta,0.0,
1855,Set,788.0,
1856,Set,,
1857,Set,771.0,
1858,Set,894.29,
1859,Western Dress,721.0,
1860,Top,751.0,
1861,Set,,
1862,Set,548.0,
1863,kurta,368.0,
1864,kurta,399.0,
1865,Top,665.0,
1866,Set,1033.0,
1867,Set,597.0,
1868,Set,,
1869,kurta,429.0,
1870,Set,801.0,
1871,Top,493.0,
1872,kurta,458.0,
1873,Top,625.0,
1874,Saree,819.0,
1875,Set,968.0,
1876,Set,626.0,
1877,Set,597.0,
1878,kurta,474.0,
1879,Set,599.0,
1880,kurta,459.0,
1881,Set,817.0,
1882,Top,599.0,
1883,kurta,,
1884,kurta,342.0,
1885,Ethnic Dress,845.0,
1886,Top,545.0,
1887,Western Dress,899.0,
1888,kurta,471.0,
1889,kurta,376.0,
1890,Set,599.0,
1891,Set,582.0,
1892,Top,487.0,
1893,kurta,,
1894,Set,499.0,
1895,kurta,399.0,
1896,kurta,399.0,
1897,Top,588.0,
1898,Top,1099.0,
1899,kurta,376.0,
1900,Set,771.0,
1901,Set,,
1902,Western Dress,791.0,
1903,Western Dress,771.0,
1904,Set,1186.0,
1905,kurta,399.0,
1906,Set,560.0,
1907,kurta,771.0,
1908,kurta,0.0,
1909,Set,771.0,
1910,Set,680.0,
1911,Set,582.0,
1912,kurta,568.0,
1913,Set,,
1914,Set,799.0,
1915,kurta,299.0,
1916,Set,788.0,
1917,Set,1299.0,
1918,Set,737.0,
1919,kurta,432.0,
1920,kurta,487.0,
1921,Western Dress,859.0,
1922,Set,916.0,
1923,Set,597.0,
1924,Set,0.0,
1925,Set,627.62,
1926,Set,888.0,
1927,Set,888.0,
1928,kurta,518.0,
1929,Set,852.0,
1930,Set,597.0,
1931,Set,,
1932,Set,1369.0,
1933,Western Dress,885.0,
1934,kurta,568.0,
1935,Set,788.0,
1936,kurta,348.0,
1937,Set,599.0,
1938,kurta,399.0,
1939,kurta,353.0,
1940,Western Dress,744.0,
1941,kurta,432.0,
1942,kurta,459.0,
1943,Top,0.0,
1944,Set,523.0,
1945,kurta,,
1946,Blouse,665.0,
1947,kurta,399.0,
1948,kurta,376.0,
1949,Top,540.0,
1950,Set,1186.0,
1951,Set,788.0,
1952,Set,684.0,
1953,kurta,0.0,
1954,Set,1221.0,
1955,kurta,329.0,
1956,kurta,353.0,
1957,Set,636.0,
1958,Set,,
1959,kurta,475.0,
1960,Western Dress,744.0,
1961,kurta,458.0,
1962,kurta,442.0,
1963,Top,540.0,
1964,Western Dress,744.0,
1965,kurta,568.0,
1966,kurta,459.0,
1967,Set,0.0,
1968,Set,654.0,
1969,Set,801.0,
1970,Set,560.0,
1971,kurta,,
1972,Set,,
1973,Western Dress,,
1974,Set,597.0,
1975,Top,487.0,
1976,kurta,517.0,
1977,kurta,399.0,
1978,kurta,286.0,
1979,kurta,399.0,
1980,kurta,353.0,
1981,Set,852.0,
1982,kurta,499.0,
1983,kurta,499.0,
1984,Set,1133.0,
1985,Ethnic Dress,721.0,
1986,Western Dress,377.0,
1987,Set,653.0,
1988,Set,684.0,
1989,Set,,
1990,kurta,635.0,
1991,kurta,487.0,
1992,Set,635.0,
1993,Set,,
1994,Set,631.0,
1995,Set,788.0,
1996,Set,788.0,
1997,Set,,
1998,Top,518.0,
1999,Western Dress,744.0,
2000,Western Dress,744.0,
2001,kurta,329.0,
2002,kurta,345.0,
2003,kurta,406.0,
2004,Set,788.0,
2005,kurta,399.0,
2006,kurta,376.0,
2007,kurta,487.0,
2008,kurta,352.0,
2009,Set,967.0,
2010,kurta,399.0,
2011,kurta,424.0,
2012,kurta,459.0,
2013,Set,788.0,
2014,Western Dress,441.0,
2015,kurta,399.0,
2016,Set,801.0,
2017,Western Dress,744.0,
2018,kurta,499.0,
2019,kurta,316.0,
2020,Set,856.0,
2021,kurta,406.0,
2022,kurta,459.0,
2023,kurta,517.0,
2024,Top,487.0,
2025,Top,432.0,
2026,Western Dress,690.0,
2027,kurta,,
2028,Set,788.0,
2029,Set,968.0,
2030,Set,968.0,
2031,Top,423.0,
2032,Top,359.0,
2033,Western Dress,,
2034,kurta,,
2035,Set,,
2036,kurta,1249.0,
2037,kurta,562.0,
2038,Top,0.0,
2039,kurta,471.0,
2040,Western Dress,859.0,
2041,kurta,342.0,
2042,kurta,0.0,
2043,Set,653.0,
2044,Top,540.0,
2045,Set,759.0,
2046,kurta,474.0,
2047,kurta,399.0,
2048,Set,549.0,
2049,Set,635.0,
2050,kurta,487.0,
2051,kurta,399.0,
2052,Set,788.0,
2053,kurta,,
2054,Set,654.0,
2055,kurta,432.0,
2056,kurta,362.0,
2057,kurta,259.0,
2058,Set,,
2059,Set,1099.0,
2060,Top,540.0,
2061,Set,621.9,
2062,kurta,499.0,
2063,Western Dress,690.0,
2064,Western Dress,885.0,
2065,kurta,399.0,
2066,kurta,458.0,
2067,Set,597.0,
2068,Set,1065.0,
2069,kurta,,
2070,Western Dress,725.0,
2071,Set,696.0,
2072,kurta,399.0,
2073,Set,999.0,
2074,kurta,685.0,
2075,kurta,487.0,
2076,kurta,476.0,
2077,kurta,534.0,
2078,Set,1238.0,
2079,kurta,399.0,
2080,kurta,259.0,
2081,Top,493.0,
2082,kurta,353.0,
2083,kurta,352.0,
2084,kurta,353.0,
2085,kurta,399.0,
2086,Set,,
2087,Set,612.0,
2088,Set,635.0,
2089,kurta,316.0,
2090,Set,1112.0,
2091,Ethnic Dress,999.0,
2092,kurta,363.0,
2093,Set,586.0,
2094,kurta,458.0,
2095,kurta,884.76,
2096,kurta,475.0,
2097,Set,852.0,
2098,Set,801.0,
2099,Western Dress,791.0,
2100,kurta,,
2101,Set,,
2102,Top,690.0,
2103,kurta,295.0,
2104,Western Dress,885.0,
2105,kurta,458.0,
2106,Set,654.0,
2107,kurta,1128.0,
2108,Western Dress,771.0,
2109,kurta,597.0,
2110,Western Dress,725.0,
2111,kurta,533.0,
2112,kurta,487.0,
2113,Set,1112.0,
2114,kurta,329.0,
2115,kurta,295.0,
2116,Set,1112.0,
2117,Western Dress,725.0,
2118,kurta,353.0,
2119,Western Dress,899.0,
2120,Set,631.0,
2121,Set,759.0,
2122,Western Dress,725.0,
2123,kurta,399.0,
2124,Set,788.0,
2125,kurta,486.0,
2126,Set,0.0,
2127,Western Dress,744.0,
2128,kurta,376.0,
2129,Blouse,518.0,
2130,kurta,459.0,
2131,Set,1115.0,
2132,Western Dress,725.0,
2133,Western Dress,,
2134,kurta,316.0,
2135,kurta,353.0,
2136,kurta,368.0,
2137,kurta,329.0,
2138,Set,789.0,
2139,kurta,0.0,
2140,kurta,435.0,
2141,kurta,375.0,
2142,Western Dress,885.0,
2143,Set,1099.0,
2144,kurta,329.0,
2145,Set,654.0,
2146,kurta,459.0,
2147,Bottom,284.0,
2148,kurta,487.0,
2149,kurta,376.0,
2150,kurta,,
2151,Set,654.0,
2152,kurta,495.0,
2153,kurta,517.0,
2154,kurta,487.0,
2155,kurta,517.0,
2156,Set,1163.0,
2157,Set,1099.0,
2158,Set,1099.0,
2159,Set,1199.0,
2160,Set,981.25,
2161,Set,759.0,
2162,kurta,342.0,
2163,Top,574.0,
2164,Set,0.0,
2165,Top,540.0,
2166,kurta,458.0,
2167,kurta,376.0,
2168,Set,597.0,
2169,Set,,
2170,kurta,376.0,
2171,Set,474.0,
2172,Set,525.0,
2173,kurta,463.81,
2174,Set,653.0,
2175,Top,514.29,
2176,Set,725.0,
2177,kurta,517.0,
2178,Western Dress,744.0,
2179,Set,692.0,
2180,kurta,435.0,
2181,kurta,249.0,
2182,Set,818.0,
2183,Set,597.0,
2184,Top,0.0,
2185,kurta,972.0,
2186,Set,852.0,
2187,kurta,459.0,
2188,kurta,399.0,
2189,Top,864.0,
2190,Western Dress,690.0,
2191,kurta,685.0,
2192,Top,518.0,
2193,kurta,533.0,
2194,kurta,399.0,
2195,Set,,
2196,Set,654.0,
2197,Set,1033.0,
2198,Set,597.0,
2199,kurta,495.0,
2200,kurta,368.0,
2201,kurta,,
2202,Bottom,360.0,
2203,Set,,
2204,Set,,
2205,kurta,363.0,
2206,kurta,399.0,
2207,kurta,399.0,
2208,kurta,435.0,
2209,kurta,435.0,
2210,Set,801.0,
2211,Set,1092.0,
2212,kurta,458.0,
2213,Set,597.0,
2214,Set,1669.0,
2215,Set,1143.75,
2216,Set,654.0,
2217,Set,824.0,
2218,kurta,533.0,
2219,kurta,345.71,
2220,kurta,375.0,
2221,kurta,,
2222,kurta,487.0,
2223,kurta,435.0,
2224,Set,453.0,
2225,Set,1112.0,
2226,Western Dress,725.0,
2227,Top,329.0,
2228,Set,818.0,
2229,kurta,368.0,
2230,kurta,,
2231,kurta,599.0,
2232,kurta,,
2233,Set,474.0,
2234,Set,635.0,
2235,Top,563.0,
2236,Set,788.0,
2237,Top,463.0,
2238,Top,563.0,
2239,Set,1140.0,
2240,Western Dress,744.0,
2241,Western Dress,885.0,
2242,Western Dress,744.0,
2243,Western Dress,744.0,
2244,Western Dress,791.0,
2245,Western Dress,744.0,
2246,kurta,0.0,
2247,kurta,459.0,
2248,Set,,
2249,Top,359.0,
2250,Top,377.0,
2251,Top,399.0,
2252,Top,259.0,
2253,Top,391.0,
2254,Set,597.0,
2255,Top,599.0,
2256,Set,801.0,
2257,Set,478.0,
2258,Set,1133.0,
2259,kurta,435.0,
2260,Set,635.0,
2261,Set,597.0,
2262,Set,499.0,
2263,Western Dress,744.0,
2264,Set,597.0,
2265,Blouse,383.0,
2266,Top,368.58,
2267,kurta,,
2268,Western Dress,744.0,
2269,kurta,0.0,
2270,kurta,399.0,
2271,Set,692.0,
2272,kurta,376.0,
2273,Set,474.0,
2274,Set,519.0,
2275,Set,455.0,
2276,kurta,0.0,
2277,Top,487.0,
2278,Top,536.19,
2279,Set,449.0,
2280,Top,531.0,
2281,Set,654.0,
2282,kurta,419.0,
2283,kurta,376.0,
2284,Top,599.0,
2285,Set,801.0,
2286,kurta,,
2287,kurta,368.0,
2288,Set,597.0,
2289,kurta,487.0,
2290,kurta,295.0,
2291,Top,348.0,
2292,Set,654.0,
2293,Set,824.0,
2294,Set,597.0,
2295,kurta,0.0,
2296,kurta,568.0,
2297,Ethnic Dress,699.0,
2298,Western Dress,825.0,
2299,Set,554.29,
2300,Set,1115.0,
2301,Set,597.0,
2302,kurta,568.0,
2303,kurta,534.0,
2304,Set,597.0,
2305,Set,969.0,
2306,Set,654.0,
2307,Set,597.0,
2308,Western Dress,690.48,
2309,kurta,,
2310,kurta,,
2311,Set,696.0,
2312,kurta,568.0,
2313,Set,1186.0,
2314,kurta,599.0,
2315,kurta,737.0,
2316,kurta,458.0,
2317,kurta,399.0,
2318,kurta,406.0,
2319,kurta,487.0,
2320,kurta,399.0,
2321,Western Dress,771.0,
2322,Set,684.0,
2323,kurta,363.0,
2324,Set,1338.0,
2325,Set,968.0,
2326,Western Dress,725.0,
2327,Set,1099.0,
2328,Western Dress,,
2329,kurta,280.0,
2330,kurta,291.0,
2331,Set,563.0,
2332,Set,654.0,
2333,Top,563.0,
2334,Set,824.0,
2335,Top,432.0,
2336,Set,1112.0,
2337,Set,626.0,
2338,Western Dress,807.0,
2339,Set,1133.0,
2340,kurta,429.0,
2341,Set,626.0,
2342,kurta,435.0,
2343,kurta,399.0,
2344,kurta,459.0,
2345,Set,653.0,
2346,kurta,540.95,
2347,Western Dress,,
2348,Top,540.0,
2349,kurta,511.0,
2350,Top,599.0,
2351,Set,835.0,
2352,Set,824.0,
2353,kurta,533.0,
2354,Set,654.0,
2355,Set,968.0,
2356,Set,852.0,
2357,Set,1112.0,
2358,Set,1115.0,
2359,Set,548.0,
2360,Top,432.0,
2361,Set,788.0,
2362,Top,493.0,
2363,Set,,
2364,Top,540.0,
2365,kurta,376.0,
2366,Set,653.0,
2367,Top,380.0,
2368,kurta,459.0,
2369,kurta,283.0,
2370,kurta,352.0,
2371,kurta,399.0,
2372,Set,1099.0,
2373,kurta,363.0,
2374,Blouse,460.0,
2375,Set,635.0,
2376,Top,359.0,
2377,Top,518.0,
2378,kurta,666.0,
2379,kurta,475.0,
2380,Set,,
2381,kurta,329.0,
2382,Set,660.0,
2383,kurta,295.0,
2384,Set,884.0,
2385,Western Dress,588.0,
2386,Set,1112.0,
2387,kurta,526.0,
2388,kurta,435.0,
2389,Set,1112.0,
2390,kurta,442.0,
2391,Set,666.0,
2392,kurta,353.0,
2393,kurta,421.0,
2394,Set,759.0,
2395,Western Dress,0.0,
2396,Set,1112.0,
2397,kurta,495.0,
2398,Top,339.0,
2399,Set,478.0,
2400,Top,574.0,
2401,Set,888.0,
2402,Set,0.0,
2403,kurta,,
2404,Set,1112.0,
2405,Set,999.0,
2406,Set,0.0,
2407,kurta,399.0,
2408,Top,518.0,
2409,kurta,0.0,
2410,Set,0.0,
2411,Set,729.0,
2412,kurta,579.0,
2413,Set,648.0,
2414,Set,995.0,
2415,Set,545.0,
2416,Set,0.0,
2417,Set,597.0,
2418,kurta,399.0,
2419,kurta,399.0,
2420,kurta,671.0,
2421,kurta,579.0,
2422,kurta,562.0,
2423,kurta,318.0,
2424,Set,,
2425,Set,563.0,
2426,kurta,432.0,
2427,Western Dress,768.57,
2428,kurta,399.0,
2429,Set,1099.0,
2430,Set,1047.32,
2431,Top,339.0,
2432,Western Dress,791.0,
2433,Western Dress,791.0,
2434,Set,788.0,
2435,kurta,435.0,
2436,kurta,,
2437,Western Dress,833.0,
2438,kurta,446.0,
2439,Top,493.0,
2440,kurta,399.0,
2441,kurta,452.0,
2442,kurta,549.0,
2443,Set,654.0,
2444,kurta,368.0,
2445,Set,1186.0,
2446,Set,597.0,
2447,Set,597.0,
2448,Set,,
2449,Western Dress,785.71,
2450,Set,1065.0,
2451,kurta,459.0,
2452,Set,666.0,
2453,Set,599.0,
2454,kurta,362.0,
2455,Set,788.0,
2456,kurta,458.0,
2457,Top,463.0,
2458,kurta,,
2459,Set,626.0,
2460,kurta,459.0,
2461,Set,0.0,
2462,Top,432.0,
2463,Set,666.0,
2464,Set,1133.0,
2465,Top,487.0,
2466,kurta,487.0,
2467,kurta,435.0,
2468,Western Dress,885.0,
2469,Set,969.0,
2470,Set,1260.0,
2471,Set,788.0,
2472,Set,597.0,
2473,Bottom,518.0,
2474,Top,469.52,
2475,Set,788.0,
2476,kurta,474.0,
2477,Set,916.0,
2478,Western Dress,791.0,
2479,Set,1238.0,
2480,Set,1115.0,
2481,kurta,399.0,
2482,kurta,,
2483,kurta,517.0,
2484,Western Dress,,
2485,kurta,435.0,
2486,Set,968.0,
2487,Set,1112.0,
2488,Set,666.0,
2489,kurta,295.0,
2490,Set,,
2491,kurta,353.0,
2492,Set,545.0,
2493,Set,626.0,
2494,Set,825.0,
